doc_id,umap_x,umap_y,domain,source_type,review_status,title
499af8fec553497384a92cc6c1039baf,2.2040,3.5260,academic,manual,approved,VERL vs trl: RL frameworks for LLM training
84e0e4822b99471f8e4f1a500ffae816,1.8806,5.3003,academic,manual,approved,Quantization quality degradation: Q8 to Q1 empirical analysis
027ca6698aed42ecbbfa8d4a26e67676,1.8973,5.3781,academic,manual,approved,Research: weight redundancy protects against quantization degradation
4c5ed65b0c204d6ca937e228f9394f96,1.8971,5.4027,academic,manual,approved,"Mixed-precision quantization: Protecting the Edges, MixLLM, LUQ"
8448b963e6144e22892c108ed25580b9,1.9829,5.3057,academic,manual,approved,imatrix quantization: data-driven precision allocation
81e6d755a8ef4d9f8f319b384e15d9d7,1.9089,5.3408,academic,manual,approved,Teacher model selection: 72B Q8 vs 120B Q4 for 128GB RAM
e41ca18dbaee488480510e74ff98a0f9,2.2450,4.1619,academic,manual,approved,"TinyLoRA: 13 parameters, knowledge-use skill via RL"
e67e52b25a1b4f5eaf03587ecc38b8d3,1.6798,2.1824,academic,arxiv,unreviewed,We're Afraid Language Models Aren't Modeling Ambiguity
76ae42d169a449469cb4d3b662f9300f,2.4703,2.5540,academic,arxiv,unreviewed,Context Engineering 2.0: The Context of Context Engineering
281ab4d2fe6845cbaded83ed4c8fdd70,0.8289,3.3296,academic,arxiv,unreviewed,In-Context Learning Is Provably Bayesian Inference: A Generalization Theory for 
79bcf3435dda4f05b30b1bb9593e2e31,1.8450,1.5878,academic,arxiv,unreviewed,Learning Structured Representations with Hyperbolic Embeddings
e391f446d41248b6966036adaeae1eca,2.3775,1.1050,code,tavily,approved,HybridRAG and Why Combine Vector Embeddings with Knowledge ...
42c37395ff394de8be0c30138f4c7d2b,1.8359,1.0067,code,arxiv,approved,"Embedding Atlas: Low-Friction, Interactive Embedding Visualization"
eb1705ac33624e79aef89b7298f30000,0.9600,4.5195,code,arxiv,approved,GWTC-4.0: Methods for Identifying and Characterizing Gravitational-wave Transien
021791dc1ffc47a08629e593d928780a,1.7446,2.8520,code,arxiv,approved,GRPO-CARE: Consistency-Aware Reinforcement Learning for Multimodal Reasoning
faa2c8e576654f4486c617dcd32f51ed,6.0228,6.1992,code,tavily,approved,Asyncio concepts and design patterns | by Kanak Singh - Medium
c4f08e9fe5eb4acb830d5b7db3c89437,2.0706,1.1674,code,,,
5e41654674a340adb74808fc9701c880,3.9157,5.4813,code,,,
0f8cd816966c4827ac90c5cd33edc09c,5.8428,6.1044,code,,,
0c0db35b9c9741c295c743d6a14162d0,8.7594,4.1227,code,,,
e2ed695a84a342538f13a68873bd273f,2.5170,1.2841,code,,,
15cf4c0ef66340688a4c9dacd64b6cd8,5.7750,6.1843,code,,,
71ebe78914484490a58369bbb3ba4628,5.8163,6.1366,code,,,
cc8c6405bf8747699d96a0daedf5bf9f,5.7804,6.1643,code,stackoverflow,approved,How to convert lots of HTML to JSON with asyncio in Python
0799eaf1e3c545a9acc4676886b422a3,5.9463,6.0822,code,stackoverflow,approved,How to timeout an async test in pytest with fixture?
e56ee3c1071a4460831e8b991d9151b0,2.6076,5.3330,code,tavily,approved,Mixed Precision — PyTorch Training Performance Guide
